Package name,Reviewer name,Review,Rating
pt.cosmicode.guessup,A Google user,It is amazing😘😊😊😊😊,5
pt.cosmicode.guessup,A Google user,It's a good game 👍,4
pt.cosmicode.guessup,Spyros Sideras (Spyrotic Goose),There I'd no play button,1
pt.cosmicode.guessup,Ashitha Chandran,it was glitching,1
pt.cosmicode.guessup,prakshita,If we are not a VIP then,2
pt.cosmicode.guessup,Amita Mahant,You have any questions or,5
pt.cosmicode.guessup,A Google user,best app evee,5
pt.cosmicode.guessup,Adrian Alfaro,Something I didn't know,3
pt.cosmicode.guessup,A Google user,Yuck very bad🤯🤯,1
pt.cosmicode.guessup,aidin baugher,it c@n be better,3
pt.cosmicode.guessup,A Google user,I love it!,5
pt.cosmicode.guessup,A Google user,I hate it.,1
pt.cosmicode.guessup,A Google user,I love my cat,5
pt.cosmicode.guessup,junior Anderson,not really,2
pt.cosmicode.guessup,Matej Savovski,Nice game.,5
pt.cosmicode.guessup,Gabriel,No se puede dar 0 estrellas,1
pt.cosmicode.guessup,Nathan Peyechu,So fun!,5
pt.cosmicode.guessup,nalini jayram,Best app,5
pt.cosmicode.guessup,Jaya,Nice,5
pt.cosmicode.guessup,Natalia Coca Huck,Demasiado difícil. No podemOs adivinar más que los animales jajajajaja,1
pt.cosmicode.guessup,Matoms Kgothi,bad,1
pt.cosmicode.guessup,Bruno,Muito anúncio,1
pt.cosmicode.guessup,Annet Quintanilla,"se queda pegada, muchos anuncios, no es entretenida",1
pt.cosmicode.guessup,Joy Ndegwa,yasss,4
pt.cosmicode.guessup,Kamz EMZ,W GAME,5
pt.cosmicode.guessup,River D,fun!,5
pt.cosmicode.guessup,Filipe Fernandes,Amazing 😍,5
pt.cosmicode.guessup,Katherine Q,fun game,5
pt.cosmicode.guessup,Hugues Kayenge,great game,5
pt.cosmicode.guessup,Damanjot Singh,eknoor ka,1
pt.cosmicode.guessup,Patricia Rodrigues,Muito bom,5
pt.cosmicode.guessup,Nathan Tapia,bad,1
pt.cosmicode.guessup,Wynter Swanigan,horrible,1
pt.cosmicode.guessup,Aram Sayyad,عاااالی دو نفره حال میده دسته جعمی خیلی حال میده,5
pt.cosmicode.guessup,OviCorp,bad,1
pt.cosmicode.guessup,Cristopher Lagutan,ottimo per perdere tempo al ristorante mentre attendi cibo con un amicizia,4
pt.cosmicode.guessup,Jamel Khenfer,Fun!,5
pt.cosmicode.guessup,Jacky Tsekova,A1 supper,5
pt.cosmicode.guessup,Samantha van Dams,fun,3
pt.cosmicode.guessup,Rayqyann Best,it's ok,5
pt.cosmicode.guessup,Sergio,great!,5
pt.cosmicode.guessup,Nintendo_ Fan,"meus amigos quebraram a minha perna tentando descrever a palavra ""quebrar""",5
pt.cosmicode.guessup,nebraska,Good game.,5
pt.cosmicode.guessup,Pasfiq Kalemera,I like it👌,4
pt.cosmicode.guessup,Mital Thakkar,GG,5
pt.cosmicode.guessup,Daniel Santiago Bermúdez Ortiz,Una súper aplicación para jugar con la familia. Lo que más me gusta es que puedes hacer tu propio mazo de cartas completamente gratis.,5
pt.cosmicode.guessup,Angel Reyes,family fun,5
pt.cosmicode.guessup,Brayan Diaz,"La verdad tuve muchos problemas, por qué decía que mi teléfono no podía responder según la respuesta, hacia arriba o hacia abajo.",2
pt.cosmicode.guessup,Juan David Chavarro,Awesome game,5
pt.cosmicode.guessup,Amy Salter,Very good,5
pt.cosmicode.guessup,Miguel Angel Ardila Murallas,Great game,5
pt.cosmicode.guessup,Melvin Lucas,Fun!,5
pt.cosmicode.guessup,serine- bcm,good game,5
pt.cosmicode.guessup,Marcio Correa,Não entendi nada... tudo aqui em português e quando instala fica tudo em inglês... que tipo de imbecil cria a propaganda em português e o software é em inglês???,1
pt.cosmicode.guessup,arthur christoff,cool 😎,5
pt.cosmicode.guessup,Lonwabo Sayo,Super fun,5
pt.cosmicode.guessup,Elvorr Nierva,COOL,5
pt.cosmicode.guessup,Melanie Thomas,Good!,5
pt.cosmicode.guessup,Agaat Kaur,Nice app,4
pt.cosmicode.guessup,A Google user,"Tienes películas que no son tan populares,lo mismo pasa en categorías como animados y superhéroes",3
pt.cosmicode.guessup,A Google user,Great game,5
pt.cosmicode.guessup,A Google user,Very good,5
pt.cosmicode.guessup,A Google user,Tutorial required,3
pt.cosmicode.guessup,A Google user,luvh,5
pt.cosmicode.guessup,A Google user,Twrrible,1
pt.cosmicode.guessup,A Google user,Yep,5
pt.cosmicode.guessup,A Google user,👍,4
pt.cosmicode.guessup,A Google user,Great,5
pt.cosmicode.guessup,A Google user,Awesome,5
pt.cosmicode.guessup,A Google user,maloooooo rebuscadooooo,1
pt.cosmicode.guessup,A Google user,Yay,5
pt.cosmicode.guessup,A Google user,Muy mala la aplicación,1
pt.cosmicode.guessup,A Google user,Good,5
pt.cosmicode.guessup,A Google user,Tatti game,1
pt.cosmicode.guessup,A Google user,bello,5
pt.cosmicode.guessup,A Google user,One of the top games for groups of all sizes. I loved it! I think its better than charades. Beyond expectations. Absolutely worth downloading and giving it a go. So many categories. Had heaps of fun and laughters all around. Brilliant app!,5
pt.cosmicode.guessup,A Google user,It helps my little brother to improve his acting skills☺really helpful,5
pt.cosmicode.guessup,A Google user,it's fun😚😚😚,5
pt.cosmicode.guessup,A Google user,cool🧡🧡😁😁👍👍,5
pt.cosmicode.guessup,A Google user,"Es muy divertido! ^^ Aunque no me gusta que tengas que desbloquear los niveles, ya que es muy lento obtener las monedas para desbloquear un solo nivel! ⭐⭐⭐⭐",4
pt.cosmicode.guessup,A Google user,genial,5
pt.cosmicode.guessup,A Google user,good,5
pt.cosmicode.guessup,A Google user,cool,5
pt.cosmicode.guessup,A Google user,"Muy bien el juego pero yo grabo y en mi galería aparece el video totalmente vacío entonces no entiendo, arreglen eso por favor",2
pt.cosmicode.guessup,A Google user,buenisimo,5
pt.cosmicode.guessup,A Google user,Excelente,5
pt.cosmicode.guessup,A Google user,great app!!,5
pt.cosmicode.guessup,A Google user,Amaizing game....,5
pt.cosmicode.guessup,A Google user,Muy bueno el juego,4
pt.cosmicode.guessup,A Google user,very good,5
pt.cosmicode.guessup,A Google user,not bad,4
pt.cosmicode.guessup,A Google user,Very fun,5
pt.cosmicode.guessup,A Google user,good game,5
pt.cosmicode.guessup,A Google user,good app,5
pt.cosmicode.guessup,A Google user,gamed,5
pt.cosmicode.guessup,A Google user,cool,5
pt.cosmicode.guessup,A Google user,good,5
pt.cosmicode.guessup,A Google user,Great,5
pt.cosmicode.guessup,A Google user,fun,5
pt.cosmicode.guessup,A Google user,awesome,5
pt.cosmicode.guessup,A Google user,nice,4
pt.cosmicode.guessup,A Google user,is good,5
pt.cosmicode.guessup,A Google user,muy bueno,5
pt.cosmicode.guessup,A Google user,😘😍,5
pt.cosmicode.guessup,A Google user,Ok,5
pt.cosmicode.guessup,A Google user,dio,4
pt.cosmicode.guessup,A Google user,Divertido,5
pt.cosmicode.guessup,A Google user,🤘,5
pt.cosmicode.guessup,A Google user,doesnt work,1
pt.cosmicode.guessup,A Google user,fun,5
pt.cosmicode.guessup,A Google user,nice,5
pt.cosmicode.guessup,A Google user,fun,5
pt.cosmicode.guessup,A Google user,Wiiii,5
pt.cosmicode.guessup,A Google user,Love it😍😍😍😍😘😘,5
pt.cosmicode.guessup,A Google user,love it,5
pt.cosmicode.guessup,A Google user,GOOD,4
pt.cosmicode.guessup,A Google user,Love it,5
pt.cosmicode.guessup,A Google user,pefect,5
pt.cosmicode.guessup,A Google user,It is not working after tutorial follow instructions. How to proceed after that?,1
pt.cosmicode.guessup,A Google user,Genius,5
pt.cosmicode.guessup,A Google user,Fig tree,5
pt.cosmicode.guessup,A Google user,"Why does this game think it needs permission to configure my data in Google 
Drive? There is absolutely no reason to make this a mandatory permission! 
One star!",1
pt.cosmicode.guessup,A Google user,"Amazing game that brings a lot of fun to any event. Super easy to get going 
and everyone can play. The front recording is nice too. I heartily 
recommend it",5
pt.cosmicode.guessup,A Google user,"This is the first time I try this game and it was so fun my friend kept 
making weird moves and sounds it was funny but is was always fun🤣😄😜🤓",5
pt.cosmicode.guessup,A Google user,This is Gucci game its better then the Ellen game head up,5
pt.cosmicode.guessup,A Google user,Pretty good I'd say,5
pt.cosmicode.guessup,A Google user,Very funny video in the end! Totally enjoyed it,5
pt.cosmicode.guessup,A Google user,Solo algunas categorías tienen sentido y coherencia con si nombre,1
pt.cosmicode.guessup,A Google user,Very nice game to play with😁😙♡,4
pt.cosmicode.guessup,A Google user,I love this,5
pt.cosmicode.guessup,A Google user,Amazing,5
pt.cosmicode.guessup,A Google user,"Really funny game! It's perfect when you're on vacation, when you are with 
friends or when you want to play it with your couple. Easy to play and lots 
of laughs guaranteed.",5
pt.cosmicode.guessup,A Google user,Pretty entertaining and easy to play! A great job,5
pt.cosmicode.guessup,A Google user,Es la app mas cara de pedo masticado,5
pt.cosmicode.guessup,A Google user,Fun!,4
pt.cosmicode.guessup,A Google user,IT SUX,1
pt.cosmicode.guessup,A Google user,This didn't work for me. It doesn't go past the tutorial.,2
pt.cosmicode.guessup,A Google user,Horrible ads,2
pt.cosmicode.guessup,A Google user,Celin,5
pt.cosmicode.guessup,A Google user,I would much prefer it if you SEPERATED accents from impressions since they're very different from each other and there are way too many impression s!,4
pt.cosmicode.guessup,A Google user,Cool but way too many ads,3
pt.cosmicode.guessup,A Google user,The ads Are killing the fun,3
pt.cosmicode.guessup,A Google user,Lot of fun,5
pt.cosmicode.guessup,A Google user,"I like this app a lot, but it has a few glitches that still need to be worked out. I will support you and pay for no ads, and I hope to see the glitches fixed in the near future!",4
pt.cosmicode.guessup,A Google user,"Paid for no ads, but it keeps playing ads. UPDATE: Upgraded review from one to two stars due to good customer service and a refund.",2
pt.cosmicode.guessup,A Google user,Ads are ridiculous. No thanks,1
pt.cosmicode.guessup,A Google user,It is the best ever game of charades I enjoy this game alot😊😊😊,5
pt.cosmicode.guessup,A Google user,"Great, but too many ads",4
pt.cosmicode.guessup,A Google user,Love that you can create your own category,5
pt.cosmicode.guessup,A Google user,It's great for the entire family,5
pt.cosmicode.guessup,A Google user,Best game EVER *fabulous*,5
pt.cosmicode.guessup,A Google user,To many adds,4
pt.cosmicode.guessup,A Google user,Party game,5
pt.cosmicode.guessup,A Google user,Best of its kind.,5
pt.cosmicode.guessup,A Google user,Great fun. But The camera recording features doesn't works at all.,4
pt.cosmicode.guessup,A Google user,Awesome game with a fantastic design!,5
pt.cosmicode.guessup,A Google user,Maior pureza ve-se logo que é da cosmicode,5
pt.cosmicode.guessup,A Google user,Fantastic!,5
pt.cosmicode.guessup,A Google user,So much fun! There's loads of laughing going on!,5
pt.cosmicode.guessup,A Google user,"Most apps I've seen in an app, to date.",2
pt.cosmicode.guessup,A Google user,This is good game you can guess any word that act of another person,5
pt.cosmicode.guessup,Rhariel Rios,O design é otimo muito bem feito mas mas quando vc inclina o celular tanto pra passar quanto pra confirmar q acertou ele não troca,1
pt.cosmicode.guessup,A Google user,It is very very cool #you should download this game,5
pt.cosmicode.guessup,A Google user,Amazing time spent with my friends!!!! Thanks,5
pt.cosmicode.guessup,A Google user,Can't be moves to SD card si had to delete it,1
pt.cosmicode.guessup,Tanya Pandey,Intersting app ... 🌼🌈🌼,5
pt.cosmicode.guessup,A Google user,It's nice... love it &lt;3,5
pt.cosmicode.guessup,A Google user,Very nice so interested,5
pt.cosmicode.guessup,Live Tumana,Amazing when it comes to friends and family,5
pt.cosmicode.guessup,A Google user,very good.,5
pt.cosmicode.guessup,Charanjit Singh,Super fantastic🤘😝🤘,5
pt.cosmicode.guessup,Jannai M,Too bad,1
pt.cosmicode.guessup,Aliya Patel,Keeps crashing,1
pt.cosmicode.guessup,A Google user,It so great,1
pt.cosmicode.guessup,A Google user,Very fun game,5
pt.cosmicode.guessup,A Google user,Best maybe?,5
pt.cosmicode.guessup,Carlos Bariani,N da pra usar,1
pt.cosmicode.guessup,A Google user,"Cuando le doy a ""Jugar"" aparecen las instrucciones y se queda pegado allí, no hay forma de comenzar a jugar",1
pt.cosmicode.guessup,Yoreal Kat,Fun,5
pt.cosmicode.guessup,A Google user,BORING!!!!!!!!!,1
pt.cosmicode.guessup,A Google user,perfect game,5
pt.cosmicode.guessup,suneela chikkala,Simply superb,5
pt.cosmicode.guessup,tamika,Not bad,3
pt.cosmicode.guessup,A Google user,Love itttt,5
pt.cosmicode.guessup,A Google user,Hate this,1
pt.cosmicode.guessup,A Google user,Good,5
pt.cosmicode.guessup,A Google user,nice,5
pt.cosmicode.guessup,A Google user,it is fun,5
pt.cosmicode.guessup,A Google user,Good,4
pt.cosmicode.guessup,A Google user,Great,5
pt.cosmicode.guessup,Ghousia khan,Good,3
pt.cosmicode.guessup,A Google user,Saya suka! Saya suka!,5
pt.cosmicode.guessup,Kv Val,I like it,5
pt.cosmicode.guessup,Diego Cruz,Why not,5
pt.cosmicode.guessup,A Google user,Very funny,5
pt.cosmicode.guessup,A Google user,I like this,5
pt.cosmicode.guessup,A Google user,nunca joguei,1
pt.cosmicode.guessup,Canada_ 325,Not gud,1
pt.cosmicode.guessup,A Google user,😍😍🤔🤔,5
pt.cosmicode.guessup,laura pineda,Ok,5
pt.cosmicode.guessup,T.Nithya,W🤬🤬🤬🤬🤬🤬💩 💩,1
pt.cosmicode.guessup,A Google user,wow,5
pt.cosmicode.guessup,A Google user,Daebak,5
pt.cosmicode.guessup,Neelam Kumari,😄😄😄,5
pt.cosmicode.guessup,Melody West,☆ ☆ ☆ ☆ ☆,5
